GLOBAL UNIQUE IDENTIFIER,LAST EDITED DATE,TAXONOMIC ORDER,CATEGORY,COMMON NAME,SCIENTIFIC NAME,SUBSPECIES COMMON NAME,SUBSPECIES SCIENTIFIC NAME,OBSERVATION COUNT,BREEDING BIRD ATLAS CODE,BREEDING BIRD ATLAS CATEGORY,AGE/SEX,COUNTRY,COUNTRY CODE,STATE,STATE CODE,COUNTY,COUNTY CODE,IBA CODE,BCR CODE,USFWS CODE,ATLAS BLOCK,LOCALITY,LOCALITY ID,LOCALITY TYPE,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,OBSERVER ID,SAMPLING EVENT IDENTIFIER,PROTOCOL TYPE,PROTOCOL CODE,PROJECT CODE,DURATION MINUTES,EFFORT DISTANCE KM,EFFORT AREA HA,NUMBER OBSERVERS,ALL SPECIES REPORTED,GROUP IDENTIFIER,HAS MEDIA,APPROVED,REVIEWED,REASON,TRIP COMMENTS,SPECIES COMMENTS
URN:CornellLabOfOrnithology:EBIRD:OBS284733788,12/9/2014 20:38,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,8/22/2010,,obsr44754,S20848840,Incidental,P20,EBIRD,,,,1,1,,0,1,0,,,12 /p 12-7PM Solo
URN:CornellLabOfOrnithology:EBIRD:OBS973649180,8/31/2020 10:46,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,10/2/2010,,obsr345168,S59013378,Historical,P62,EBIRD,,,,,0,,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS522030393,5/21/2020 12:06,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,Sierra de Canastra National Park,L6136273,P,-20.2244129,-46.556282,9/14/2010,8:00:00,obsr899448,S38391825,Incidental,P20,EBIRD,,,,1,0,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS284733959,12/9/2014 20:38,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,8/25/2010,,obsr44754,S20848843,Incidental,P20,EBIRD,,,,1,1,,0,1,0,,,"Drove to two cascades, coming back from Casca D'anta"
URN:CornellLabOfOrnithology:EBIRD:OBS208119417,9/23/2020 10:47,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Goiás,BR-GO,,,,,,,PN da Chapada dos Veadeiros,L6275001,H,-14.110869,-47.709833,10/23/2010,7:00:00,obsr176986,S14960359,Historical,P62,EBIRD,480,,,10,1,,1,1,0,,,One of the best birds of the trip. Simply delightful little guy!
URN:CornellLabOfOrnithology:EBIRD:OBS284733881,12/9/2014 20:38,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,8/24/2010,,obsr44754,S20848842,Incidental,P20,EBIRD,,,,1,1,,0,1,0,,,"All day in Upper Serra de Canastra. All roads driven, ~200km"
URN:CornellLabOfOrnithology:EBIRD:OBS275507476,10/27/2020 21:10,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Paraguay,PY,San Pedro,PY-2,,,,,,,"Laguna Blanca, San Pedro (Paraguay Central)",L2762183,H,-23.7666667,-56.2833333,10/21/2010,5:00:00,obsr354980,S20168731,Historical,P62,EBIRD,180,,,2,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS870758988,2/26/2020 16:12,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Chapadao do Ceu,L10558852,P,-18.4181,-52.55,11/16/2011,,obsr624204,S65136646,Historical,P62,EBIRD,,,,,0,,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS269540299,9/23/2020 10:47,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Parque Nacional das Emas,L567986,H,-18.2609794,-52.8883982,10/20/2011,5:30:00,obsr412230,S19607526,Incidental,P20,EBIRD,,,,2,1,,0,1,0,,"with Duncan Ritchie. AM: in park, main road to P2. PM: gallery forest of rio Formoso (E edge of park), then Lagoa da Capivara.",
URN:CornellLabOfOrnithology:EBIRD:OBS869781389,5/11/2020 16:13,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,São Paulo,BR-SP,,,,,,,"Itirapina Ecological Station (-22.239, -47.8887)",L10591238,P,-22.239,-47.8887,9/22/2011,,obsr1313501,S64975018,Historical,P62,EBIRD,,,,,0,,1,1,1,,,
URN:CornellLabOfOrnithology:EBIRD:OBS870758989,2/26/2020 16:12,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Chapadao do Ceu,L10558852,P,-18.4181,-52.55,11/19/2011,,obsr624204,S65136647,Historical,P62,EBIRD,,,,,0,,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS275480238,29:31.0,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Paraguay,PY,San Pedro,PY-2,,,,,,,"Laguna Blanca, San Pedro (Paraguay Central)",L2762183,H,-23.7666667,-56.2833333,9/29/2011,3:00:00,obsr354980,S20171648,Incidental,P20,EBIRD,240,,,1,0,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS275480140,58:30.4,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Paraguay,PY,Itapúa,PY-7,,,,,,,"Parque Nacional San Rafael, Dptos. Itapúa y Caazapá (Alto Paraná)",L2762791,H,-26.43,-55.8,12/1/2011,4:00:00,obsr354980,S20169441,Incidental,P20,EBIRD,300,,,1,0,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS959735832,7/23/2020 19:49,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,"Sacramento, MG",L11949064,P,-19.864333,-47.436627,9/15/2012,6:00:00,obsr607681,S71760861,Historical,P62,EBIRD,480,20,,7,1,G5565811,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS282204302,12/22/2016 14:30,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Parque Nacional das Emas,L567986,H,-18.2609794,-52.8883982,10/13/2012,7:00:00,obsr398985,S20649312,Traveling,P22,EBIRD,720,80.467,,10,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS429321653,9/7/2019 14:29,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,São Paulo,BR-SP,,,,,,,Estação Ecológica de Itirapina,L943006,H,-22.2295385,-47.8946037,11/4/2012,,obsr501068,S31540405,Incidental,P20,EBIRD,,,,4,0,G2556886,1,1,1,,,
URN:CornellLabOfOrnithology:EBIRD:OBS514371326,10/27/2020 21:10,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Paraguay,PY,San Pedro,PY-2,,,,,,,"Laguna Blanca, San Pedro (Paraguay Central)",L2762183,H,-23.7666667,-56.2833333,10/17/2012,,obsr43922,S37831094,Historical,P62,EBIRD,,,,9,0,,0,1,0,,birdquest dry cerrado forest,
URN:CornellLabOfOrnithology:EBIRD:OBS275588614,58:09.8,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Paraguay,PY,San Pedro,PY-2,,,,,,,"Laguna Blanca, San Pedro (Paraguay Central)",L2762183,H,-23.7666667,-56.2833333,10/18/2012,,obsr354980,S20169317,Incidental,P20,EBIRD,,,,1,0,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS430914547,8/8/2019 10:26,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,11/7/2012,,obsr426242,S31663974,Incidental,P20,EBIRD,,,,1,0,,0,1,0,,,Serra da Canastra N.P.
URN:CornellLabOfOrnithology:EBIRD:OBS522266934,9/7/2019 14:29,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,São Paulo,BR-SP,,,,,,,Estação Ecológica de Itirapina,L943006,H,-22.2295385,-47.8946037,11/4/2012,,obsr644405,S38408321,Incidental,P20,EBIRD,,,,4,0,G2556886,1,1,1,,,
URN:CornellLabOfOrnithology:EBIRD:OBS870736571,2/26/2020 15:47,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,"Serra da Canastra National Park (-20.2339, -46.5065)",L10622087,P,-20.2339,-46.5065,10/29/2012,,obsr442457,S65121963,Historical,P62,EBIRD,,,,,0,,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS959735993,7/23/2020 19:49,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,"Sacramento, MG",L11949064,P,-19.864333,-47.436627,9/14/2012,6:00:00,obsr607681,S71760862,Historical,P62,EBIRD,480,20,,7,1,G5565812,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS870759407,5/11/2020 15:45,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,São Paulo,BR-SP,,,,,,,Itirapina Experimental Station,L10591299,P,-22.2268,-47.8377,11/6/2012,,obsr611666,S65136888,Historical,P62,EBIRD,,,,,0,,1,1,1,,"Historical checklist created by eBird/Macaulay Library from Internet Bird Collection media. Original IBC location name and coordinates: Itirapina Experimental Station (-22.2268, -47.8377).",
URN:CornellLabOfOrnithology:EBIRD:OBS609060577,2/7/2019 20:43,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Chapada dos Veadeiros--Bona Espero,L2934194,H,-14.1371583,-47.6262903,7/15/2012,,obsr303797,S45171198,Historical,P62,EBIRD,,,,2,0,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS959705089,7/23/2020 19:49,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,"Sacramento, MG",L11949064,P,-19.864333,-47.436627,9/14/2012,6:00:00,obsr539954,S71758352,Historical,P62,EBIRD,480,20,,7,1,G5565812,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS869781680,5/18/2020 22:51,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,São Paulo,BR-SP,,,,,,,"Itirapina Ecological Station (-22.2404, -47.8904)",L10591227,P,-22.2404,-47.8904,11/1/2012,,obsr1313501,S64975139,Historical,P62,EBIRD,,,,,0,,1,1,1,,,
URN:CornellLabOfOrnithology:EBIRD:OBS959715607,7/23/2020 19:49,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,"Sacramento, MG",L11949064,P,-19.864333,-47.436627,9/15/2012,6:00:00,obsr539954,S71759245,Historical,P62,EBIRD,480,20,,7,1,G5565811,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS521421582,9/7/2019 14:29,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,São Paulo,BR-SP,,,,,,,Estação Ecológica de Itirapina,L943006,H,-22.2295385,-47.8946037,11/4/2012,,obsr611666,S38344808,Incidental,P20,EBIRD,,,,4,0,G2556886,1,1,1,,,
URN:CornellLabOfOrnithology:EBIRD:OBS915054689,5/8/2020 11:46,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,11/7/2012,,obsr1473181,S68599567,Historical,P62,EBIRD,,,,,0,,0,1,0,,,"*monotypic*    Serra da Canastra NP, Minas Gerais - Brazil<br><br><b>First Sighting:</b> X (Auto)<br>"
URN:CornellLabOfOrnithology:EBIRD:OBS282769616,9/23/2020 10:47,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Parque Nacional das Emas,L567986,H,-18.2609794,-52.8883982,10/14/2012,7:00:00,obsr398985,S20691247,Traveling,P22,EBIRD,720,80.467,,10,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS869781681,5/18/2020 22:50,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,São Paulo,BR-SP,,,,,,,"Itirapina Ecological Station (-22.2403, -47.8904)",L10591228,P,-22.2403,-47.8904,11/12/2012,,obsr1313501,S64975140,Historical,P62,EBIRD,,,,,0,,1,1,1,,,
URN:CornellLabOfOrnithology:EBIRD:OBS867348114,7/12/2020 18:37,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,São Paulo,BR-SP,,,,,,,Estação Ecológica de Itirapina,L943006,H,-22.2295385,-47.8946037,11/4/2012,,obsr501068,S64752340,Historical,P62,EBIRD,,,,,0,,1,1,1,,Historical checklist created by eBird/Macaulay Library from Internet Bird Collection media.,
URN:CornellLabOfOrnithology:EBIRD:OBS985841053,29:55.8,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Paraguay,PY,Itapúa,PY-7,,,,,,,"Parque Nacional San Rafael, Dptos. Itapúa y Caazapá (Alto Paraná)",L2762791,H,-26.43,-55.8,8/8/2013,8:00:00,obsr402971,S73988598,Traveling,P22,EBIRD,480,5,,11,1,G5735118,0,1,0,,Also did some night birding .,
URN:CornellLabOfOrnithology:EBIRD:OBS275438184,58:09.7,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Paraguay,PY,San Pedro,PY-2,,,,,,,"Laguna Blanca, San Pedro (Paraguay Central)",L2762183,H,-23.7666667,-56.2833333,8/1/2013,,obsr354980,S20168605,Incidental,P20,EBIRD,,,,1,0,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS353175685,6/25/2020 11:20,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,4/4/2013,,obsr291429,S25818918,Historical,P62,EBIRD,,,,,0,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS817943529,10/18/2019 18:57,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Parque Nacional das Emas,L567986,H,-18.2609794,-52.8883982,5/3/2013,6:30:00,obsr692284,S60726417,Traveling,P22,EBIRD_BRA,480,5,,15,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS810672817,11/19/2019 14:18,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Parque Nacional das Emas,L567986,H,-18.2609794,-52.8883982,11/6/2013,6:30:00,obsr692284,S60190145,Historical,P62,EBIRD_BRA,1200,10,1,5,1,,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS216015587,9/23/2020 10:55,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Mato Grosso do Sul,BR-MS,,,,,,,PN das Emas--road PN south gate to Chapadão do Céu,L971964,H,-18.3423869,-52.7966022,9/30/2013,6:00:00,obsr248022,S15543125,Traveling,P22,EBIRD,600,60,,3,1,,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS443772084,29:31.2,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Paraguay,PY,San Pedro,PY-2,,,,,,,"Laguna Blanca, San Pedro (Paraguay Central)",L2762183,H,-23.7666667,-56.2833333,8/1/2013,7:30:00,obsr461976,S32600277,Traveling,P22,EBIRD,840,7,,11,1,G5735130,0,1,0,,"Birding around area, with some night birding as well, not hard core birding,",
URN:CornellLabOfOrnithology:EBIRD:OBS817963006,10/18/2019 20:01,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Mato Grosso do Sul,BR-MS,,,,,,,Bonito--Banhado Rio Formoso,L10022449,H,-21.229655,-56.5146192,4/27/2013,6:00:00,obsr759496,S60727803,Traveling,P22,EBIRD_BRA,180,2,,4,1,G4592715,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS444379855,29:55.1,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Paraguay,PY,Itapúa,PY-7,,,,,,,"Parque Nacional San Rafael, Dptos. Itapúa y Caazapá (Alto Paraná)",L2762791,H,-26.43,-55.8,8/8/2013,8:00:00,obsr461976,S32643018,Traveling,P22,EBIRD,480,5,,11,1,G5735118,0,1,0,,Also did some night birding .,
URN:CornellLabOfOrnithology:EBIRD:OBS973650093,8/29/2020 10:55,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,11/3/2013,,obsr345168,S72939611,Historical,P62,EBIRD,,,,,0,,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS282086479,7/23/2020 15:28,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Parque Nacional das Emas,L567986,H,-18.2609794,-52.8883982,9/16/2013,4:45:00,obsr105133,S20641137,Traveling,P22,EBIRD,720,30,,6,1,G1051700,0,1,0,,All day birding in Emas NP with a break for lunch at the ranger's quarters,
URN:CornellLabOfOrnithology:EBIRD:OBS819769005,10/22/2019 14:38,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Mato Grosso do Sul,BR-MS,,,,,,,Bonito--Banhado Rio Formoso,L10022449,H,-21.229655,-56.5146192,5/24/2013,6:30:00,obsr759496,S60847506,Traveling,P22,EBIRD_BRA,180,2,,3,1,G4606908,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS275438944,10/27/2020 21:15,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Paraguay,PY,Itapúa,PY-7,,,,,,,"Parque Nacional San Rafael, Dptos. Itapúa y Caazapá (Alto Paraná)",L2762791,H,-26.43,-55.8,10/3/2013,,obsr354980,S20170077,Incidental,P20,EBIRD,,,,1,0,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS446568422,12/1/2016 21:50,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,1/9/2013,,obsr124290,S32815239,Historical,P62,EBIRD,,,,4,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS689749597,8/21/2020 10:15,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--São Roque de Minas,L4680493,H,-20.2539235,-46.5511698,8/22/2013,,obsr112798,S50972882,Incidental,P20,EBIRD,,,,,0,,0,1,0,,,Serra da Canastra
URN:CornellLabOfOrnithology:EBIRD:OBS870683863,2/26/2020 15:27,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,11/27/2013,,obsr222164,S65093983,Historical,P62,EBIRD,,,,,0,,1,1,0,,"Historical checklist created by eBird/Macaulay Library from Internet Bird Collection media. Original IBC location name and coordinates: Serra da Canastra National Park (-20.2339, -46.5065).",
URN:CornellLabOfOrnithology:EBIRD:OBS301583759,3/8/2015 1:05,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,2/28/2013,,obsr598584,S22223692,Historical,P62,EBIRD,,,,,0,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS219519465,9/7/2019 14:27,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,São Paulo,BR-SP,,,,,,,Estação Ecológica de Itirapina,L943006,H,-22.2295385,-47.8946037,11/30/2013,7:55:00,obsr162639,S15815280,Incidental,P20,EBIRD,,,,2,1,,0,1,1,,,
URN:CornellLabOfOrnithology:EBIRD:OBS985842103,29:30.9,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Paraguay,PY,San Pedro,PY-2,,,,,,,"Laguna Blanca, San Pedro (Paraguay Central)",L2762183,H,-23.7666667,-56.2833333,8/1/2013,7:30:00,obsr402971,S73988649,Traveling,P22,EBIRD,840,7,,11,1,G5735130,0,1,0,,"Birding around area, with some night birding as well, not hard core birding,",
URN:CornellLabOfOrnithology:EBIRD:OBS817931400,10/18/2019 20:01,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Mato Grosso do Sul,BR-MS,,,,,,,Bonito--Banhado Rio Formoso,L10022449,H,-21.229655,-56.5146192,4/27/2013,6:00:00,obsr692284,S60725539,Traveling,P22,EBIRD_BRA,180,2,,4,1,G4592715,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS818815388,10/22/2019 14:38,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Mato Grosso do Sul,BR-MS,,,,,,,Bonito--Banhado Rio Formoso,L10022449,H,-21.229655,-56.5146192,5/24/2013,6:30:00,obsr692284,S60783220,Traveling,P22,EBIRD_BRA,180,2,,3,1,G4606908,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS275438331,29:54.8,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Paraguay,PY,Itapúa,PY-7,,,,,,,"Parque Nacional San Rafael, Dptos. Itapúa y Caazapá (Alto Paraná)",L2762791,H,-26.43,-55.8,8/8/2013,,obsr354980,S20170074,Incidental,P20,EBIRD,,,,1,0,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS487872373,11/1/2020 13:31,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,11/17/2013,6:30:00,obsr290902,S36112790,Traveling,P22,EBIRD,540,50,,4,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS215935164,9/23/2020 10:55,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Mato Grosso do Sul,BR-MS,,,,,,,PN das Emas--road PN south gate to Chapadão do Céu,L971964,H,-18.3423869,-52.7966022,9/27/2013,11:00:00,obsr248022,S15536815,Traveling,P22,EBIRD,360,40,,3,1,,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS275298205,7/23/2020 15:28,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Parque Nacional das Emas,L567986,H,-18.2609794,-52.8883982,9/16/2013,4:45:00,obsr535937,S20177040,Traveling,P22,EBIRD,720,30,,6,1,G1051700,0,1,0,,All day birding in Emas NP with a break for lunch at the ranger's quarters,
URN:CornellLabOfOrnithology:EBIRD:OBS390324807,11/16/2020 13:55,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Bolivia,BO,El Beni,BO-B,,,,,,,Barba Azul Nature Reserve,L1133586,H,-13.763229,-66.0984278,9/12/2014,6:45:00,obsr90467,S28880641,Traveling,P22,EBIRD,600,16.093,,5,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS390324743,11/16/2020 13:55,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Bolivia,BO,El Beni,BO-B,,,,,,,Barba Azul Nature Reserve,L1133586,H,-13.763229,-66.0984278,9/11/2014,6:20:00,obsr90467,S28880640,Traveling,P22,EBIRD,630,11.265,,5,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS915089311,11/1/2020 13:28,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,Canastra 16/09/2014,L11161121,P,-20.261,-46.419,9/16/2014,,obsr623995,S68601422,Historical,P62,EBIRD,,,,,0,,0,1,0,,,Zuca.<br><br><b>Photo:</b> X<br>
URN:CornellLabOfOrnithology:EBIRD:OBS456208997,1/10/2017 22:03,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,7/9/2014,,obsr23380,S33593361,Historical,P62,EBIRD,,,,2,0,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS280529911,2/15/2016 10:42,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Mato Grosso do Sul,BR-MS,,,,,,,Estrada Pousada Canindé,L3151488,P,-20.507496,-54.803967,11/9/2014,16:00:00,obsr525851,S20527295,Incidental,P20,EBIRD,,,,4,0,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS843724442,12/29/2019 18:03,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,9/8/2014,,obsr604913,S62754042,Historical,P62,EBIRD,,,,6,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS532376487,5/23/2020 13:59,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,7/4/2014,,obsr525381,S39150495,Historical,P62,EBIRD,,,,,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS281945735,9/23/2020 10:55,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Mato Grosso do Sul,BR-MS,,,,,,,Cerrado no Municipio de Terenos MS,L3173513,P,-20.4638255,-54.8489628,11/9/2014,15:00:00,obsr431534,S20630744,Stationary,P21,EBIRD,300,,,3,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS556277137,34:40.0,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Bolivia,BO,El Beni,BO-B,,,,,,,west of Santa Ana de Yacuma area,L6552347,P,-13.7597068,-65.7322311,8/22/2015,7:00:00,obsr610760,S41027388,Traveling,P22,EBIRD,660,60,,3,0,,0,1,0,,,
